state_and_capital,geo_zone,item,date,average_price
Benue,North Central,Small Cylinder (5KG),2021-08-01,2825
Benue,North Central,Small Cylinder (5KG),2021-09-01,2687.5
Benue,North Central,Small Cylinder (5KG),2021-10-01,2542.8571428571427
Benue,North Central,Small Cylinder (5KG),2021-11-01,3750
Benue,North Central,Small Cylinder (5KG),2021-12-01,4083.3333333333335
Benue,North Central,Small Cylinder (5KG),2022-01-01,4110
Benue,North Central,Small Cylinder (5KG),2022-02-01,4205
Benue,North Central,Small Cylinder (5KG),2022-03-01,3808.3333333333335
Benue,North Central,Small Cylinder (5KG),2022-04-01,3900
Benue,North Central,Small Cylinder (5KG),2022-05-01,4137.5
Benue,North Central,Small Cylinder (5KG),2022-06-01,4433.333333333333
Benue,North Central,Small Cylinder (5KG),2022-07-01,4533.33333333333
Benue,North Central,Small Cylinder (5KG),2022-08-01,4537.5
Benue,North Central,Small Cylinder (5KG),2022-09-01,4650
Benue,North Central,Small Cylinder (5KG),2022-10-01,4660
Benue,North Central,Small Cylinder (5KG),2022-11-01,4950
Benue,North Central,Small Cylinder (5KG),2022-12-01,4883.33333333333
Benue,North Central,Small Cylinder (5KG),2023-01-23,4886.66666666667
Benue,North Central,Small Cylinder (5KG),2023-02-23,4889
Benue,North Central,Small Cylinder (5KG),2023-03-23,4870
Benue,North Central,Small Cylinder (5KG),2023-04-23,4900
Benue,North Central,Small Cylinder (5KG),2023-05-23,4833.33333333333
Benue,North Central,Small Cylinder (5KG),2023-06-23,4577.15
Borno,North East,Small Cylinder (5KG),2019-01-01,2325
Borno,North East,Small Cylinder (5KG),2019-02-01,2400
Borno,North East,Small Cylinder (5KG),2019-03-01,2362.5
Borno,North East,Small Cylinder (5KG),2019-04-01,2362.5
Borno,North East,Small Cylinder (5KG),2019-05-01,2342.85714285714
Borno,North East,Small Cylinder (5KG),2019-06-01,2407.14285714286
Borno,North East,Small Cylinder (5KG),2019-07-01,2375
Borno,North East,Small Cylinder (5KG),2019-08-01,2391.0714285714303
Borno,North East,Small Cylinder (5KG),2019-09-01,2382.287368073089
Borno,North East,Small Cylinder (5KG),2019-10-01,2382.287368073089
Borno,North East,Small Cylinder (5KG),2019-11-01,2373.612759258933
Borno,North East,Small Cylinder (5KG),2019-12-01,2383.3344299350183
Borno,North East,Small Cylinder (5KG),2020-01-01,2400
Borno,North East,Small Cylinder (5KG),2020-02-01,2380.150535832263
Borno,North East,Small Cylinder (5KG),2020-03-01,2450
Borno,North East,Small Cylinder (5KG),2020-04-01,2385.723158765906
Borno,North East,Small Cylinder (5KG),2020-05-01,2387.6686955657
Borno,North East,Small Cylinder (5KG),2020-06-01,2391.4414563449395
Borno,North East,Small Cylinder (5KG),2020-07-01,2390.137638541728
Borno,North East,Small Cylinder (5KG),2020-08-01,2397.774632025023
Borno,North East,Small Cylinder (5KG),2020-09-01,2391.961416408433
Borno,North East,Small Cylinder (5KG),2020-10-01,2392.7693581703256
Borno,North East,Small Cylinder (5KG),2020-11-01,2396.6917986845256
Borno,North East,Small Cylinder (5KG),2020-12-01,2396.6917986845256
Borno,North East,Small Cylinder (5KG),2021-01-01,2394.3360805248944
Borno,North East,Small Cylinder (5KG),2021-02-01,2396.219945400162
Borno,North East,Small Cylinder (5KG),2021-03-01,2397.5639499765243
Borno,North East,Small Cylinder (5KG),2021-04-01,2393.2452714769906
Borno,North East,Small Cylinder (5KG),2021-05-01,2393.8731837318005
Borno,North East,Small Cylinder (5KG),2021-06-01,2394.390951596087
Borno,North East,Small Cylinder (5KG),2021-07-01,2394.636907010219
Borno,North East,Small Cylinder (5KG),2021-08-01,2395.0122281361405
Borno,North East,Small Cylinder (5KG),2021-09-01,2394.7821715163773
Borno,North East,Small Cylinder (5KG),2021-10-01,2395.0173845387017
Borno,North East,Small Cylinder (5KG),2021-11-01,2395.2048153771416
Borno,North East,Small Cylinder (5KG),2021-12-01,3966.6666666666665
Borno,North East,Small Cylinder (5KG),2022-01-01,3925
Borno,North East,Small Cylinder (5KG),2022-02-01,4013.33333333333
Borno,North East,Small Cylinder (5KG),2022-03-01,3988.8888888888887
Borno,North East,Small Cylinder (5KG),2022-04-01,4057.1428571428573
Borno,North East,Small Cylinder (5KG),2022-05-01,4122.22222222222
Borno,North East,Small Cylinder (5KG),2022-06-01,4422.22222222222
Borno,North East,Small Cylinder (5KG),2022-07-01,4528.57142857143
Borno,North East,Small Cylinder (5KG),2022-08-01,4525.65256653896
Borno,North East,Small Cylinder (5KG),2022-09-01,4528.57142857143
Borno,North East,Small Cylinder (5KG),2022-10-01,4550
Borno,North East,Small Cylinder (5KG),2022-11-01,4558.57142857143
Borno,North East,Small Cylinder (5KG),2022-12-01,4563.33333333333
Borno,North East,Small Cylinder (5KG),2023-01-23,4570
Borno,North East,Small Cylinder (5KG),2023-02-23,4584.28571428571
Borno,North East,Small Cylinder (5KG),2023-03-23,4584.3
Borno,North East,Small Cylinder (5KG),2023-04-23,4580.35
Borno,North East,Small Cylinder (5KG),2023-05-23,4000
Borno,North East,Small Cylinder (5KG),2023-06-23,3757.1428571428573
Cross River,South South,Small Cylinder (5KG),2019-01-01,2350
Cross River,South South,Small Cylinder (5KG),2019-02-01,2450
Cross River,South South,Small Cylinder (5KG),2019-03-01,2400
Cross River,South South,Small Cylinder (5KG),2019-04-01,2325
Cross River,South South,Small Cylinder (5KG),2019-05-01,2113.6363636363635
Cross River,South South,Small Cylinder (5KG),2019-06-01,2132.14285714286
Cross River,South South,Small Cylinder (5KG),2019-07-01,2233.3333333333335
Cross River,South South,Small Cylinder (5KG),2019-08-01,2198.7380952381
Cross River,South South,Small Cylinder (5KG),2019-09-01,2124.54545454545
Cross River,South South,Small Cylinder (5KG),2019-10-01,1985
Cross River,South South,Small Cylinder (5KG),2019-11-01,2120.77265699818
Cross River,South South,Small Cylinder (5KG),2019-12-01,2223.7750571709457
Cross River,South South,Small Cylinder (5KG),2020-01-01,2192.30769230769
Cross River,South South,Small Cylinder (5KG),2020-02-01,2204.7392989370965
Cross River,South South,Small Cylinder (5KG),2020-03-01,2190
Cross River,South South,Small Cylinder (5KG),2020-04-01,2168.832001464992
Cross River,South South,Small Cylinder (5KG),2020-05-01,2314.285714285714
Cross River,South South,Small Cylinder (5KG),2020-06-01,2272.65974348943
Cross River,South South,Small Cylinder (5KG),2020-07-01,2184.24605911279
Cross River,South South,Small Cylinder (5KG),2020-08-01,2217.599447521739
Cross River,South South,Small Cylinder (5KG),2020-09-01,2181.756920384373
Cross River,South South,Small Cylinder (5KG),2020-10-01,2186.5935202037035
Cross River,South South,Small Cylinder (5KG),2020-11-01,2186.5935202037053
Cross River,South South,Small Cylinder (5KG),2020-12-01,2208.655278797992
Cross River,South South,Small Cylinder (5KG),2021-01-01,2291.6666666666665
Cross River,South South,Small Cylinder (5KG),2021-02-01,2286.63636363636
Cross River,South South,Small Cylinder (5KG),2021-03-01,2170
Cross River,South South,Small Cylinder (5KG),2021-04-01,2187.5
Cross River,South South,Small Cylinder (5KG),2021-05-01,2296.875
Cross River,South South,Small Cylinder (5KG),2021-06-01,2182.86
Cross River,South South,Small Cylinder (5KG),2021-07-01,2214.613226089343
Cross River,South South,Small Cylinder (5KG),2021-08-01,2217.1628000619367
Cross River,South South,Small Cylinder (5KG),2021-09-01,2217.126416654726
Cross River,South South,Small Cylinder (5KG),2021-10-01,2287.12641665473
Cross River,South South,Small Cylinder (5KG),2021-11-01,3933.3333333333335
Cross River,South South,Small Cylinder (5KG),2021-12-01,3975
Cross River,South South,Small Cylinder (5KG),2022-01-01,3994.8749999999995
Cross River,South South,Small Cylinder (5KG),2022-02-01,4081.81818181818
Cross River,South South,Small Cylinder (5KG),2022-03-01,4000
Cross River,South South,Small Cylinder (5KG),2022-04-01,3892.8571428571427
Cross River,South South,Small Cylinder (5KG),2022-05-01,4004.5454545454545
Cross River,South South,Small Cylinder (5KG),2022-06-01,4050
Cross River,South South,Small Cylinder (5KG),2022-07-01,4368.181818181818
Cross River,South South,Small Cylinder (5KG),2022-08-01,4392.857142857143
Cross River,South South,Small Cylinder (5KG),2022-09-01,4361.111111111111
Cross River,South South,Small Cylinder (5KG),2022-10-01,4370
Cross River,South South,Small Cylinder (5KG),2022-11-01,4611.111111111111
Cross River,South South,Small Cylinder (5KG),2022-12-01,4657.14285714286
Cross River,South South,Small Cylinder (5KG),2023-01-23,4663.33333333333
Cross River,South South,Small Cylinder (5KG),2023-02-23,4677.14285714286
Cross River,South South,Small Cylinder (5KG),2023-03-23,4677.15
Cross River,South South,Small Cylinder (5KG),2023-04-23,4711.11111111111
Cross River,South South,Small Cylinder (5KG),2023-05-23,4428.571428571428
Cross River,South South,Small Cylinder (5KG),2023-06-23,4393.75
Delta,South South,Small Cylinder (5KG),2019-01-01,2230
Delta,South South,Small Cylinder (5KG),2019-02-01,2300
Delta,South South,Small Cylinder (5KG),2019-03-01,2331.42857142857
Delta,South South,Small Cylinder (5KG),2019-04-01,2232.85714285714
Delta,South South,Small Cylinder (5KG),2019-05-01,1867.3333333333333
Delta,South South,Small Cylinder (5KG),2019-06-01,1859.2857142857142
Delta,South South,Small Cylinder (5KG),2019-07-01,1863.3095238095239
Delta,South South,Small Cylinder (5KG),2019-08-01,1861.297619047619
Delta,South South,Small Cylinder (5KG),2019-09-01,1735
Delta,South South,Small Cylinder (5KG),2019-10-01,1681.4285714285713
Delta,South South,Small Cylinder (5KG),2019-11-01,2000.95971472115
Delta,South South,Small Cylinder (5KG),2019-12-01,2008.7569245078782
Delta,South South,Small Cylinder (5KG),2020-01-01,1990.76923076923
Delta,South South,Small Cylinder (5KG),2020-02-01,1967.525429465939
Delta,South South,Small Cylinder (5KG),2020-03-01,1900
Delta,South South,Small Cylinder (5KG),2020-04-01,1865.71428571429
Delta,South South,Small Cylinder (5KG),2020-05-01,1760
Delta,South South,Small Cylinder (5KG),2020-06-01,1821.63118435266
Delta,South South,Small Cylinder (5KG),2020-07-01,1868.442766696011
Delta,South South,Small Cylinder (5KG),2020-08-01,1880.549218531383
Delta,South South,Small Cylinder (5KG),2020-09-01,1789.2857142857142
Delta,South South,Small Cylinder (5KG),2020-10-01,1875.2828867571377
Delta,South South,Small Cylinder (5KG),2020-11-01,1875.2828867571393
Delta,South South,Small Cylinder (5KG),2020-12-01,1871.1093704979296
Delta,South South,Small Cylinder (5KG),2021-01-01,1916.923076923077
Delta,South South,Small Cylinder (5KG),2021-02-01,1960
Delta,South South,Small Cylinder (5KG),2021-03-01,2210
Delta,South South,Small Cylinder (5KG),2021-04-01,2045.8333333333333
Delta,South South,Small Cylinder (5KG),2021-05-01,2160.714285714286
Delta,South South,Small Cylinder (5KG),2021-06-01,2068.3333333333335
Delta,South South,Small Cylinder (5KG),2021-07-01,1956.2221664294377
Delta,South South,Small Cylinder (5KG),2021-08-01,1963.7206499221456
Delta,South South,Small Cylinder (5KG),2021-09-01,1970.8154457291741
Delta,South South,Small Cylinder (5KG),2021-10-01,1986.7496530346912
Delta,South South,Small Cylinder (5KG),2021-11-01,2196.33233936429
Delta,South South,Small Cylinder (5KG),2021-12-01,3682.1428571428573
Delta,South South,Small Cylinder (5KG),2022-01-01,3636.6666666666665
Delta,South South,Small Cylinder (5KG),2022-02-01,3708.46153846154
Delta,South South,Small Cylinder (5KG),2022-03-01,3718.75
Delta,South South,Small Cylinder (5KG),2022-04-01,3758.6666666666665
Delta,South South,Small Cylinder (5KG),2022-05-01,3878.66666666667
Delta,South South,Small Cylinder (5KG),2022-06-01,4057.6923076923076
Delta,South South,Small Cylinder (5KG),2022-07-01,4366.66666666667
Delta,South South,Small Cylinder (5KG),2022-08-01,4368.75
Delta,South South,Small Cylinder (5KG),2022-09-01,4375
Delta,South South,Small Cylinder (5KG),2022-10-01,4139.285714285715
Delta,South South,Small Cylinder (5KG),2022-11-01,4202.777777777777
Delta,South South,Small Cylinder (5KG),2022-12-01,4250
Delta,South South,Small Cylinder (5KG),2023-01-23,4301.25
Delta,South South,Small Cylinder (5KG),2023-02-23,4331.25
Delta,South South,Small Cylinder (5KG),2023-03-23,4331.3
Delta,South South,Small Cylinder (5KG),2023-04-23,4410.1
Delta,South South,Small Cylinder (5KG),2023-05-23,3971.4285714285716
Delta,South South,Small Cylinder (5KG),2023-06-23,3550
Ebonyi,South East,Small Cylinder (5KG),2019-01-01,1970
Ebonyi,South East,Small Cylinder (5KG),2019-02-01,1975
Ebonyi,South East,Small Cylinder (5KG),2019-03-01,1972.5
Ebonyi,South East,Small Cylinder (5KG),2019-04-01,1960
Ebonyi,South East,Small Cylinder (5KG),2019-05-01,1666.6666666666667
Ebonyi,South East,Small Cylinder (5KG),2019-06-01,1732.5
Ebonyi,South East,Small Cylinder (5KG),2019-07-01,1786.388888888889
Ebonyi,South East,Small Cylinder (5KG),2019-08-01,1750
Ebonyi,South East,Small Cylinder (5KG),2019-09-01,1700
Ebonyi,South East,Small Cylinder (5KG),2019-10-01,1616.66666666667
Ebonyi,South East,Small Cylinder (5KG),2019-11-01,1650
Ebonyi,South East,Small Cylinder (5KG),2019-12-01,1702.47436994627
Ebonyi,South East,Small Cylinder (5KG),2020-01-01,1780.33333333333
Ebonyi,South East,Small Cylinder (5KG),2020-02-01,1671.4285714285713
Ebonyi,South East,Small Cylinder (5KG),2020-03-01,1650
Ebonyi,South East,Small Cylinder (5KG),2020-04-01,1733.3333333333333
Ebonyi,South East,Small Cylinder (5KG),2020-05-01,1702.5260409391487
Ebonyi,South East,Small Cylinder (5KG),2020-06-01,1705.5489218193532
Ebonyi,South East,Small Cylinder (5KG),2020-07-01,1703.3220140082715
Ebonyi,South East,Small Cylinder (5KG),2020-08-01,1716.6666666666667
Ebonyi,South East,Small Cylinder (5KG),2020-09-01,1693.8598828161873
Ebonyi,South East,Small Cylinder (5KG),2020-10-01,1728.5714285714287
Ebonyi,South East,Small Cylinder (5KG),2020-11-01,1696.0329410421625
Ebonyi,South East,Small Cylinder (5KG),2020-12-01,1707.116568619818
Ebonyi,South East,Small Cylinder (5KG),2021-01-01,1707.116568619818
Ebonyi,South East,Small Cylinder (5KG),2021-02-01,1756.25
Ebonyi,South East,Small Cylinder (5KG),2021-03-01,1894
Ebonyi,South East,Small Cylinder (5KG),2021-04-01,1928.3333333333333
Ebonyi,South East,Small Cylinder (5KG),2021-05-01,1930
Ebonyi,South East,Small Cylinder (5KG),2021-06-01,1840.7456438678819
Ebonyi,South East,Small Cylinder (5KG),2021-07-01,2141.6666666666665
Ebonyi,South East,Small Cylinder (5KG),2021-08-01,2450
Ebonyi,South East,Small Cylinder (5KG),2021-09-01,2820
Ebonyi,South East,Small Cylinder (5KG),2021-10-01,2942.19521177988
Ebonyi,South East,Small Cylinder (5KG),2021-11-01,3820
Ebonyi,South East,Small Cylinder (5KG),2021-12-01,3812.5
Ebonyi,South East,Small Cylinder (5KG),2022-01-01,3850
Ebonyi,South East,Small Cylinder (5KG),2022-02-01,3863.33333333333
Ebonyi,South East,Small Cylinder (5KG),2022-03-01,3900
Ebonyi,South East,Small Cylinder (5KG),2022-04-01,3912.5
Ebonyi,South East,Small Cylinder (5KG),2022-05-01,3982.5
Ebonyi,South East,Small Cylinder (5KG),2022-06-01,4000.3333333333335
Ebonyi,South East,Small Cylinder (5KG),2022-07-01,4500.5
Ebonyi,South East,Small Cylinder (5KG),2022-08-01,4510
Ebonyi,South East,Small Cylinder (5KG),2022-09-01,4533.33333333333
Ebonyi,South East,Small Cylinder (5KG),2022-10-01,4551.66666666667
Ebonyi,South East,Small Cylinder (5KG),2022-11-01,4530
Ebonyi,South East,Small Cylinder (5KG),2022-12-01,4578.57142857143
Ebonyi,South East,Small Cylinder (5KG),2023-01-23,4678.57142857143
Ebonyi,South East,Small Cylinder (5KG),2023-02-23,4690
Ebonyi,South East,Small Cylinder (5KG),2023-03-23,4690
Ebonyi,South East,Small Cylinder (5KG),2023-04-23,4700
Ebonyi,South East,Small Cylinder (5KG),2023-05-23,4350
Ebonyi,South East,Small Cylinder (5KG),2023-06-23,4007.14285714286
Edo,South South,Small Cylinder (5KG),2019-01-01,2130
Edo,South South,Small Cylinder (5KG),2019-02-01,2000
Edo,South South,Small Cylinder (5KG),2019-03-01,2065
Edo,South South,Small Cylinder (5KG),2019-04-01,1981.42857142857
Edo,South South,Small Cylinder (5KG),2019-05-01,1714.1666666666667
Edo,South South,Small Cylinder (5KG),2019-06-01,1809.090909090909
Edo,South South,Small Cylinder (5KG),2019-07-01,1918.75
Edo,South South,Small Cylinder (5KG),2019-08-01,1874.00252525253
Edo,South South,Small Cylinder (5KG),2019-09-01,1797.85714285714
Edo,South South,Small Cylinder (5KG),2019-10-01,1841.48281361855
Edo,South South,Small Cylinder (5KG),2019-11-01,1930.3476068185007
Edo,South South,Small Cylinder (5KG),2019-12-01,1918.3736642199822
Edo,South South,Small Cylinder (5KG),2020-01-01,1907.14285714286
Edo,South South,Small Cylinder (5KG),2020-02-01,1894.1982872420342
Edo,South South,Small Cylinder (5KG),2020-03-01,1798.33333333333
Edo,South South,Small Cylinder (5KG),2020-04-01,1864.0357532108617
Edo,South South,Small Cylinder (5KG),2020-05-01,1854.5728153095458
Edo,South South,Small Cylinder (5KG),2020-06-01,1866.779944741
Edo,South South,Small Cylinder (5KG),2020-07-01,1871.6696054489169
Edo,South South,Small Cylinder (5KG),2020-08-01,1864.967761254614
Edo,South South,Small Cylinder (5KG),2020-09-01,1867.0467119862735
Edo,South South,Small Cylinder (5KG),2020-10-01,1872.9313139271926
Edo,South South,Small Cylinder (5KG),2020-11-01,1875.5761396233931
Edo,South South,Small Cylinder (5KG),2020-12-01,1866.8416759037138
Edo,South South,Small Cylinder (5KG),2021-01-01,1829.2857142857142
Edo,South South,Small Cylinder (5KG),2021-02-01,1837.857142857143
Edo,South South,Small Cylinder (5KG),2021-03-01,1985.7142857142858
Edo,South South,Small Cylinder (5KG),2021-04-01,1945.8333333333333
Edo,South South,Small Cylinder (5KG),2021-05-01,1925.7142857142858
Edo,South South,Small Cylinder (5KG),2021-06-01,2026.42857142857
Edo,South South,Small Cylinder (5KG),2021-07-01,1896.6180608703949
Edo,South South,Small Cylinder (5KG),2021-08-01,1898.7120490498403
Edo,South South,Small Cylinder (5KG),2021-09-01,1901.5514820244055
Edo,South South,Small Cylinder (5KG),2021-10-01,2194.16666666667
Edo,South South,Small Cylinder (5KG),2021-11-01,3970
Edo,South South,Small Cylinder (5KG),2021-12-01,3738.4615384615386
Edo,South South,Small Cylinder (5KG),2022-01-01,3757.1538461538457
Edo,South South,Small Cylinder (5KG),2022-02-01,3810.76923076923
Edo,South South,Small Cylinder (5KG),2022-03-01,3941.70969457672
Edo,South South,Small Cylinder (5KG),2022-04-01,4100
Edo,South South,Small Cylinder (5KG),2022-05-01,4115.625
Edo,South South,Small Cylinder (5KG),2022-06-01,4353.84615384615
Edo,South South,Small Cylinder (5KG),2022-07-01,4403.84615384615
Edo,South South,Small Cylinder (5KG),2022-08-01,4461.53846153846
Edo,South South,Small Cylinder (5KG),2022-09-01,4454.16666666667
Edo,South South,Small Cylinder (5KG),2022-10-01,4430
Edo,South South,Small Cylinder (5KG),2022-11-01,4464.28571428571
Edo,South South,Small Cylinder (5KG),2022-12-01,4491.42857142857
Edo,South South,Small Cylinder (5KG),2023-01-23,4498.75
Edo,South South,Small Cylinder (5KG),2023-02-23,4498.57142857143
Edo,South South,Small Cylinder (5KG),2023-03-23,4498.58
Edo,South South,Small Cylinder (5KG),2023-04-23,4500.15
Edo,South South,Small Cylinder (5KG),2023-05-23,3837.1428571428573
Edo,South South,Small Cylinder (5KG),2023-06-23,3545
Ekiti,South West,Small Cylinder (5KG),2019-01-01,1961.5384615384614
